CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
7913117;2510807913117;25;251080;;RUBEM DARLLYSON C DE ARAUJO ROCHA ME;PSIQUIATRIA CLINICA;;;M;;;M ;MUNICIPAL;4;36;58700480;RUA GALIN ASSIS;93;BRASILIA;;-7.0286768206;-37.2746855021;1.0;ATENDIMENTO SOMENTE PELA MANHA;24033199000112.0;;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
9196536;3550309196536;35;355030;;AOMEDICO SERVICOS MEDICOS LTDA ME;AOMEDICO SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;36;1013904;RUA QUINZE DE NOVEMBRO;184;CENTRO;1131043833;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;26189781000106.0;eduardo@aomedico.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
4893905;4106904893905;41;410690;;MILANI SERVICOS MEDICOS S S;MILANI SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;22;80730001;PADRE ANCHIETA;2540;BIGORRILHO;41 99753007;-25.4340687;-49.3027883865;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;42478840000104.0;RODRIGO.MILANI@SBCCV.ORG.BR;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
255696;3106200255696;31;310620;;TALITHA MELO RABELLO SAUDE LTDA;SANTA SAUDE;;;M;;;M ;MUNICIPAL;4;36;30575817;R DENER CUNHA PEIXOTO;11;BURITIS;3199735007;-19.979621;-43.974999;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;36517535000181.0;TALITHAMELLO@GMAIL.COM;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9387196;2307659387196;23;230765;;VERONICA PURCARU ME;PET SHOP BICHO LINDO;;;M;;;M ;MUNICIPAL;4;22;61900540;VII CJ JEREISSATI I;417;JEREISSATI I;85 33822072;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23863248000181.0;vepurcaru@bol.com.br;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;NAO
5744490;2204005744490;22;220400;1749840000114.0;SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO SMS;ACADEMIA PARQUE ECOLOGICO CHAPADA DO BREJO;;;M;;;M ;MUNICIPAL;4;74;64520000;CHAPADA DO BREJO;S/N;RURAL;;-6.3969549101;-42.2620654106;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1031.0;;;;;1.0;0.0;;NAO
7266227;2607207266227;26;260720;;PETROBRAS TRANSPORTE S A TRANSPETRO;AMBULATORIO TRANSPETRO TA SUAPE;;;M;;;M ;MUNICIPAL;4;22;55598000;RODOVIA PE 60 KM 10;001;SUAPE;;-8.36318;-35.00884;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;2709449004901.0;;2054.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7402309;4308507402309;43;430850;;IVECIO A LISOT;CONSULTORIO ODONTOLOGICO IVECIO A LISOT;;;M;;;M ;MUNICIPAL;4;22;98400000;RUA DO COMERCIO;467;CENTRO;;-27.3601631;-53.3964085;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;NAO
6710956;3530606710956;35;353060;;NILZA ETSUKO KONNO;NILZA ETSUKO KONNO;;;M;;;M ;MUNICIPAL;4;22;8710430;RUA DOUTOR DEODATO WETHEIMER;1352;CENTRO;27589416;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ansumie@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6515916;3548706515916;35;354870;;GODERPE ATENDIMENTO MEDICO LTDA;GODERPE ATENDIMENTO MEDICO LTDA;;;M;;;M ;MUNICIPAL;4;22;9715000;RUA JOAO PESSOA;320;CENTRO;41216200;-23.7103862475;-46.5487383577;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;53724605000191.0;lcabarbosa@uol.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7234007;4306107234007;43;430610;;DANIELE PEREIRA NADALIN;DANIELE PEREIRA NADALIN;;;M;;;M ;MUNICIPAL;4;22;98005970;PROCOPIO GOMES;933;CENTRO;55 33228144;-28.6389617022;-53.6061573029;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4478126;1300904478126;13;130090;4247441000143.0;MUNICIPIO DE CANUTAMA;UBS CHAGAS PONTES;;;M;;;M ;MUNICIPAL;4;2;69820000;RUA ALUISIO SANTOS;S/N;NOSSA SENHORA APAREC;;-6.526124;-64.386533;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;secretariasemsa@outlook.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7485328;2308107485328;23;230810;7655269000155.0;PREFEITURA MUNICIPAL DE MAURITI;SECRETARIA MUNICIPAL DA SAUDE DE MAURITI;;;M;;;M ;MUNICIPAL;4;68;63210000;AV BURITI GRANDE;S/N;CENTRO;;-7.382668;-38.7857679;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;1.0;0.0;;SIM
7385498;2304207385498;23;230420;;CICERO RICARDO TEXEIRA OLIVEIRA ME;LABORATORIO DE PROTESE DENTARIA MCM;;;M;;;M ;MUNICIPAL;4;39;63101310;AV DUQUE DE CAXIAS;714;CENTRO;88 988089700;-7.2356580694;-39.4096326828;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;16704651000100.0;mato-ocara@hotmail.com;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9656731;3203409656731;32;320340;;UNIDROGA MEDICAMENTOS LTDA;UNIDROGA;;;M;;;M ;MUNICIPAL;4;43;29400000;RUA DOUTOR JOSE MONTEIRO DA SILVA;19;CENTRO;;-21.0663953;-41.3583738;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;30677900000139.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
1136577;3304551136577;33;330455;;CHRISTINA MARTINS DE SOUZA;CHRISTINA MARTINS DE SOUZA;;;M;;;M ;MUNICIPAL;4;22;22020001;AVENIDA NOSSA SENHORA DE COPACABANA;330;COPACABANA;;-22.9700994698;-43.1858003867;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;Chris.souzanutri@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3710289;3550303710289;35;355030;;MANOEL MARTIN FILHO;CLINICA ESPEC MANOEL MARTIN FILHO;;;M;;;M ;MUNICIPAL;4;22;4524001;ALAMEDA DOS ARAPANES;881;MOEMA;(11)50553574;-23.6053704;-46.6655051;2.0;ATENDIMENTO SOMENTE A TARDE;;manoelmartin@ajato.com.br;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
485764;2103250485764;21;210325;1610134000197.0;PREFEITURA MUNICIPAL DE CIDELANDIA;CENTRAL IMUNIZACAO DE REDE DE FRIO DE CIDELANDIA;;;M;;;M ;MUNICIPAL;4;84;65921000;AV PRESIDENTE MEDICI;S/N;CENTRO;;-5.17742122;-47.78423225;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
9726799;5300109726799;53;530010;;R P DE ARAUJO CONSULTORIA E ASSESSORIA NUTRICIONAL;RENO ARAUJO NUTRICAO PERSONALIZADA;;;E;;;E ;ESTADUAL;4;22;70830301;SGAN 607 CONJUNTO A BLOCO A CONSULTORIO;113;ASA NORTE;61 33493885;-15.765277;-47.875711;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32574505000156.0;RENONUTRICAO@GMAIL.COM;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
400343;2927400400343;29;292740;;LABCHECAP LABORATORIOS DE ANALISES CLINICAS LTDA;LABCHECAP;;;M;;;M ;MUNICIPAL;4;39;40295050;SANTA LUZIA;642;HORTO FLORESTAL;71 3037-1223;-12.6955561;-38.32559716;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13503479004541.0;adm@labchecap.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4123190;3548904123190;35;354890;;SIM SERVICO DE INFUSAO DE MEDICAMENTOS LTDA;SIM SERVICO DE INFUSAO DE MEDICAMENTOS;;;M;;;M ;MUNICIPAL;4;36;13560251;AVENIDA DOUTOR CARLOS BOTELHO;2657;CENTRO;16 35194444;-22.0114255;-47.8986855;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;46464496000236.0;JOVANI.TASCHETTI@PROCTOGASTROCLINICA.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9394028;5101809394028;51;510180;;DROGARIA SILVEIRA LTDA ME;DROGARIA CENTRAL;;;M;;;M ;MUNICIPAL;4;43;78600000;MINISTRO JOAO ALBERTO;662;CENTRO;66 4011724;-15.8912673;-52.2623323;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5117037000118.0;;2062.0;;;;;0.0;0.0;10.0;NAO
7764782;2611607764782;26;261160;;DIAGMAX DIAGNOSTICOS POR IMAGEM LTDA EPP;DIAGMAX;;;M;;;M ;MUNICIPAL;4;36;51110160;AV REPUBLICA DO LIBANO;251;PINA;81 21275500;-8.08127;-34.8915716;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;4907130000325.0;CONTATO@DIAGMAX.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9519610;2800309519610;28;280030;;GRUPO DE APOIO A CRIANCA COM CANCER DE SERGIPE GACC SE;GRUPO DE APOIO A CRIANCA COM CANCER SE;;;M;;;M ;MUNICIPAL;4;36;49055540;PORTO DA FOLHA;1140;GETULIO VARGAS;79 32115642;-10.9180623928;-37.0633379352;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;3628747000268.0;diretoria@gacc-se.org.br;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4970349;3163704970349;31;316370;;CLINICA DRA JULIANA ANTUNES LTDA;DRA JULIANA ANTUNES;;;M;;;M ;MUNICIPAL;4;22;37470000;MELO VIANA;91;CENTRO;;-22.117747569;-45.0539875031;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58579661000101.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7891334;3529007891334;35;352900;;ANA PAULA GIMENES BENEZ;CONSULTORIO DRA ANA PAULA GIMENES BENEZ;;;M;;;M ;MUNICIPAL;4;22;17515430;AV BRIGADEIRO EDUARDO GOMES;388;MARIA IZABEL;(14) 3221-5270;-22.2115088;-49.9389379;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;abenez@outlook.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
1155563;3550301155563;35;355030;;JULIANA ROMANI DELGADO;JULIANA ROMANI DELGADO;;;M;;;M ;MUNICIPAL;4;22;3118030;RUA GUAIMBE;713;MOOCA;;-23.8858376999;-46.5380859375;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4848675;3550304848675;35;355030;;LRA CLINICA AVANCADA LTDA;LRA CLINICA AVANCADA;;;M;;;M ;MUNICIPAL;4;36;4543011;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;1545;VILA NOVA CONCEICAO;;-23.5915055981;-46.6840665738;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;50220991000196.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9996885;5208709996885;52;520870;;LORRAINE FERREIRA DA COSTA;CURAE ESPECIALIDADES EM SAUDE;;;M;;;M ;MUNICIPAL;4;36;74115060;RUA 5;691;SETOR OESTE;62 - 982225360;-16.6875015056;-49.2565155029;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32249305000128.0;lorr4inne@hotmail.com;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9414541;5211509414541;52;521150;;ALVES E ALVES SERVICOS LABORATORIAIS LTDA ME;BIO DIAGNOSTICOS;;;M;;;M ;MUNICIPAL;4;39;75523190;JOAO HENRIQUE DUARTE;S/N;ALTO DA BOA VISTA;(64) 3431-0293;-18.4127625706;-49.2066907883;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29286814000116.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4596951;1507604596951;15;150760;5193073000160.0;PREFEITURA DE SAO MIGUEL DO GUAMA;UOM UNIDADE ODONTOLOGICA MOVEL;;;M;;;M ;MUNICIPAL;4;40;68660000;AV AMERICO LOES;262;SAO MANOEL;34462786;-1.617549;-47.482457;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;SMSAUDEGUAMA@GMAIL.COM;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4108256;3549404108256;35;354940;;ALINE DE PAULA RODRIGUES PSICOLOGIA;ALINE DE PAULA RODRIGUES PSICOLOGIA;;;M;;;M ;MUNICIPAL;4;22;14600000;RUA MATO GROSSO;486;CENTRO;;-20.5856661494;-47.8605008125;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49458525000164.0;;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
792616;2927400792616;29;292740;;H G C COMERCIO VAREJISTA DE REMEDIO LTDA;FARMACIA ULTRA POPULAR;;;M;;;M ;MUNICIPAL;4;43;40230680;SERGIO DE CARVALHO;26;FEDERACAO;71 33341460;-12.9937066042;-38.5072302818;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23647000000183.0;bettocontabil@superig.com.br;2062.0;;;;;0.0;0.0;;NAO
7788614;1302607788614;13;130260;4312401000138.0;SECRETARIA DE ESTADO DE JUSTICA DIREITOS HUMANOS E CIDADANIA;CENTRO SOCIOEDUCATIVO SENADOR RAIMUNDO PARENTE;;;M;;;M ;MUNICIPAL;4;2;69097127;RUA 157;2748;CIDADE NOVA;92984836456;-3.0302509413;-59.9692153868;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;senador.cse@hotmail.com;1023.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6408087;3129506408087;31;312950;;CLINICA DE FISIOTERAPIA DR SAULO SANTOS S C LTDA;CLINICA DE FISIOTERAPIA DR SAULO SANTOS;;;M;;;M ;MUNICIPAL;4;22;38950000;AV JOSE CAMBRAIA;264;SANTA CRUZ;;-19.4867411202;-46.5426778793;1.0;ATENDIMENTO SOMENTE PELA MANHA;1560351000110.0;saulosantos101@hotmail.com;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4476638;3513804476638;35;351380;;SEMEAR ESPACO MULTIDISCIPLINAR LTDA;SEMEAR ESPACO MULTIDISCIPLINAR;;;M;;;M ;MUNICIPAL;4;22;9910170;AVENIDA ALDA;633;PQ 7 DE SETEMBRO;1140441913/932937443;-23.7021082;-46.6259397;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;49523185000108.0;contato@contass.com.br / admsemear633@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3793982;3550303793982;35;355030;;AZZO WIDMAN;CONS MEDICO AZZO WIDMAN;;;M;;;M ;MUNICIPAL;4;22;5406000;RUA TEODORO SAMPAIO;352;PINHEIROS;11 30630970;-23.5554;-46.6745499;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2073110;3527102073110;35;352710;;SODRE E SODRE;LABORATORIO SODRE;;;M;;;M ;MUNICIPAL;4;39;16400105;RUA PEDRO DE TOLEDO;613;CENTRO;(14)35222633;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;50841774000113.0;sodre@laboratoriosodre.com.br;2000.0;;;;;1.0;0.0;4.0;SIM
4094247;3534304094247;35;353430;;AMPLIODONTO ODONTOLOGIA E ESTETICA LTDA;AMPLIODONTO;;;M;;;M ;MUNICIPAL;4;22;14620000;QUATRO;948;CENTRO;16 92941988;-20.7257707;-47.8844398;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;48713864000187.0;NEI.EXACTUS@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4919874;4301604919874;43;430160;;LAURA LACERDA PICON SERVICOS MEDICOS LTDA;LAURA LACERDA PICON SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;22;96400130;GOMES CARNEIRO;1350;CENTRO;51-96270410;-31.3261523;-54.1137351;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;56019911000115.0;laura.s.lacerda1@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7134487;4106907134487;41;410690;;KARLA MELISSA FRANCA;KARLA MELISSA FRANCA;;;M;;;M ;MUNICIPAL;4;22;82840320;RUA RIO GUAPORE;784;BAIRRO ALTO;41-33112565;-25.4011087827;-49.2045986652;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;karlamelissafranca@pop.com.br;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;NAO
9881662;3111209881662;31;311120;;SANDRA MARTINS PARREIRA CIA LTDA;CONSULTORIO MARTINS;;;M;;;M ;MUNICIPAL;4;22;37270000;RUA QUINTINO BOCAIUVA;100;CENTRO;35 999364573;-20.8927927;-45.2733882;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17625515000180.0;sandramartins@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
4270053;2911104270053;29;291110;13654454000128.0;MUNICIPIO DE FORMOSA DO RIO PRETO;UBS VIRGILIO ESTEFANELLO;;;M;;;M ;MUNICIPAL;4;2;47990000;VILA PANAMBI;S/N;ZONA RURAL;;-10.9506;-46.26331;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;NAO
5489768;3109005489768;31;310900;;PREVENT OCUPACIONAL MEDICINA E SEGURANCA DO TRABALHO S S LTD;PREVENT OCUPACIONAL SAUDE E SEGURANCA DO TRABALHO;;;M;;;M ;MUNICIPAL;4;36;32480034;DOUTOR VICTOR DE FREITAS;28;CENTRO;31 988595841;-20.1425679;-44.200837;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49611504000137.0;MICHELMACIEL@ME.COM;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4723694;3524304723694;35;352430;;VIVIANE MARTINS DEL VECCHIO RECHE LTDA;VIVIANE MARTINS DEL VECCHIO RECHE LTDA;;;M;;;M ;MUNICIPAL;4;22;14870540;AV LIBERO BADARO;440;CENTRO;16 92059505;-21.2551342248;-48.3239865303;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;51409517000170.0;VIVIANEDELVECCHIO@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9102787;3550309102787;35;355030;;BRAZIL SENIOR LIVING S A;BRAZIL SENIOR LIVING;;;M;;;M ;MUNICIPAL;4;22;4614013;DEMOSTENES;748;CAMPO BELO;11 50547200;-23.61749355;-46.67278974;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);17070693000515.0;legalizacao@bslsaude.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2622955;4209102622955;42;420910;79361028000104.0;JOINVILLE SECRETARIA DA SAUDE;UBSF JARDIM PARAISO CANTO DO RIO;;;M;;;M ;MUNICIPAL;4;2;89226500;ESTRADA TIMBE;8029;JARDIM PARAISO;(47) 34188236;-26.2172742;-48.8102296;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ses.udl.ubcub@joinville.sc.gov.br;1031.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
31992;1600300031992;16;160030;;R R DE SOUZA EIRELI;DR EXAME;;;M;;;M ;MUNICIPAL;4;22;68900092;RIO VILA NOVA;03;CENTRAL;96 91052929;0.0390100449;-51.0660839081;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27576835000302.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4074424;2909804074424;29;290980;;LABORATORIO BIOMEDICO DE ANALISE CLINICA LTDA;LABAP;;;M;;;M ;MUNICIPAL;4;39;44380000;RUA DESIDERIO BRANDAO;35;CENTRO;;-12.6690177;-39.1025745;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17553564000235.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
8244391;3151808244391;31;315180;;DROGARIA MOREIRA E ALVES MOREIRA LTDA;DROGAPHARMA;;;M;;;M ;MUNICIPAL;4;43;37706146;GENTIL CASSARO;314;JARDIM PARAISO;35 37221330;-21.8243104424;-46.5568211205;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;13678808000174.0;DROGAPHARMA2012@HOTMAIL.COM;2062.0;;;;;0.0;0.0;;NAO
6829872;3548806829872;35;354880;;MIMPI CONSULTORIO PEDIATRICO LTDA;MIMPI CONSULTORIO PEDIATRICO LTDA;;;M;;;M ;MUNICIPAL;4;22;9541130;AV VITAL BRASIL FILHO;143;OLIMPICO;83851133;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13806842000187.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;NAO
4852958;2304404852958;23;230440;;L G SAUDE S S;L G;;;M;;;M ;MUNICIPAL;4;39;60115191;RUA MONSENHOR BRUNO;1153;ALDEOTA;85 99232-9779;-3.73296;-38.50935;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;41090834000112.0;LEONARDOTEOTONIO@GMAIL.COM;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
8420033;3304558420033;33;330455;;D N CONSULTORIO DENTARIO DENTINHO LTDA;DENTINHO;;;M;;;M ;MUNICIPAL;4;36;23050360;RUA CORONEL AGOSTINHO;76;CAMPO GRANDE;21 2018-6199;-22.9039985664;-43.5596054792;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;66997714000124.0;consultoriodentinhocg@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
817376;3518400817376;35;351840;;ALINE GABRIELE DOS SANTOS VILELA;CONSULTORIO DE PSICOLOGIA ALINE GABRIELE DOS SANTOS VILELA;;;M;;;M ;MUNICIPAL;4;22;12500040;RUA DOMINGOS RODRIGUES ALVES;115;CENTRO;12-991214621;-22.8156873;-45.1953213;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
4693027;2313304693027;23;231330;7849532000147.0;MUNICIPIO DE TAUA;CENTRO DE REABILITACAO CER IV;;;M;;;M ;MUNICIPAL;4;36;63660000;AV CONVIVER;S/N;CONVIVER;8834374295;-5.9903672;-40.2973998;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
7264569;3535107264569;35;353510;;PROTESE DENTARIA CATANDUVA LTDA ME;PROTESE DENTARIA CATANDUVA LTDA ME;;;M;;;M ;MUNICIPAL;4;39;15828000;BARAO DO RIO BRANCO;211;CENTRO;1797249438;-21.0842598301;-48.7994670868;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17586917000112.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6857477;4317906857477;43;431790;;CONSULTORIO DE FISIOTERAPIA BEM VIVER ESPACO DA SAUDE LTDA;CONS DE FISIOTERAPIA BEM VIVER ESPACO DA SAUDE E BEM ESTAR;;;M;;;M ;MUNICIPAL;4;36;98960000;RUA AMANDAU;157;CENTRO;(55)3541-1234;-27.8219030679;-54.6674966812;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10778448000194.0;bemviverclin@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
6281222;3164706281222;31;316470;;CLINICA GUTTIERREZ S S LTDA;CLINICA GUTTIERREZ;;;M;;;M ;MUNICIPAL;4;22;37957130;RUA PROFESSOR ALENCAR FRANCISCO DE ASSIS;52;MOCOQUINHA;35 3531 1100;-20.9170045763;-46.9909983873;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10756904000103.0;;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4043251;3541404043251;35;354140;;HOLANDA E CAVALCANTE LTDA;INTEGRAR PSICOLOGIA E FONOAUDIOLOGIA;;;M;;;M ;MUNICIPAL;4;22;19050050;AV ONZE DE MAIO;1633;VILA FORMOSA;(18)99619-9810;-22.1289338;-51.4014499;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;41402482000193.0;monicadehcd@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7944136;2111307944136;21;211130;;IMAGINE GINECOLOGIA DIAGNOSTICO POR IMAGEM EIRELI;IMAGINE;;;M;;;M ;MUNICIPAL;4;36;65076820;AVENIDA PROFESSOR CARLOS CUNHA EDF MEDICAL CENTE;01;JARACATY;(98) 3222 5166;-2.53794;-44.30374136;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23082674000188.0;atendimento@imagineclinica.com;2305.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7366752;3119307366752;31;311930;;PAULO FERNANDO CASTRO ROSA;CONSULTORIO ODONTOLOGICO PAULO FERNANDO;;;M;;;M ;MUNICIPAL;4;22;38550000;RUA GERSON CONTINHO DA SILVA;362;CENTRO;99830179;-18.4758643868;-47.201128006;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;NAO
7479913;2104007479913;21;210400;6376669000169.0;MUNICIPIO DE ESPERANTINOPOLIS;ACADEMIA DE SAUDE CENTRO;;;M;;;M ;MUNICIPAL;4;74;65750000;RUA COSTA E SILVA;S/N;CENTRO;;-4.8807367;-44.8730877;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
